0.16	2.7463	1	1	0.16	2.7463	0	2.75	0	1
1.47701e+09	1.47701e+09	1	1	-0.00451603	2.8161	-0.022	3.0991	-0.1097	0.994
-0.0271001	3.5007	-1	-1	-0.0271	3.5007	-0.0938	3.4924	-0.2334	0.9724
-0.4271	3.1007	-1	-1	-0.185155	3.50321	-0.2143	3.8735	-0.3535	0.9354
-0.5332	4.0652	-0.632625	0.705625	-0.5332	4.0652	-0.3817	4.2365	-0.4679	0.8838
-0.78625	4.34745	-0.632625	0.705625	-0.557549	4.93933	-0.5932	4.5757	-0.575	0.8181
-1.1108	4.74668	-0.743638	0.887242	-1.1121	4.7488	-0.8456	4.8857	-0.673	0.7396
-1.40826	5.10158	-0.743638	0.887242	-0.985177	4.67942	-1.1348	5.1616	-0.7604	0.6494
-1.36757	5.28135	-0.217785	0.6149	-1.3613	5.2781	-1.4564	5.3991	-0.8358	0.549
-1.45469	5.52731	-0.217785	0.6149	-1.54159	5.19812	-1.8051	5.5945	-0.898	0.4399
-2.00471	5.74385	-0.937632	0.569146	-2.0133	5.7433	-2.1756	5.7445	-0.9461	0.3239
-2.37977	5.9715	-0.937632	0.569146	-2.4399	5.15317	-2.562	5.847	-0.9792	0.2028
-3.09293	5.9079	-1.4634	0.116226	-3.0992	5.9025	-2.9582	5.9002	-0.9969	0.0785
-3.67829	5.95439	-1.4634	0.116226	-3.30132	5.66032	-3.3579	5.9033	-0.9989	-0.0471
-3.80825	6.01828	-0.755232	0.143275	-3.7998	6.0186	-3.7549	5.8563	-0.9851	-0.1719
-4.11034	6.07559	-0.755232	0.143275	-3.85298	4.96242	-4.1429	5.76	-0.9558	-0.294
-4.48152	5.56336	-0.862664	-0.74237	-4.4828	5.5528	-4.5157	5.6157	-0.9114	-0.4115
-4.82658	5.26642	-0.862664	-0.74237	-4.88228	5.04404	-4.8675	5.4259	-0.8526	-0.5225
-5.15334	5.54689	-0.834191	0.155543	-5.153	5.5576	-5.1927	5.1935	-0.7804	-0.6252
-5.48702	5.60911	-0.834191	0.155543	-5.46175	5.07482	-5.4863	4.9222	-0.6959	-0.7181
-5.83906	4.67685	-0.862752	-1.39091	-5.8394	4.6584	-5.7435	4.6162	-0.6004	-0.7997
-6.18416	4.12048	-0.862752	-1.39091	-5.4427	4.37788	-5.9603	4.2804	-0.4955	-0.8686
-6.01219	3.9578	-0.0586894	-0.778723	-6.0026	3.9651	-6.1333	3.92	-0.3827	-0.9239
-6.03567	3.64631	-0.0586894	-0.778723	-6.04653	3.08508	-6.2599	3.5408	-0.2639	-0.9646
-6.34519	3.04213	-0.503511	-1.23387	-6.3505	3.0367	-6.3378	3.1487	-0.1409	-0.99
-6.5466	2.54858	-0.503511	-1.23387	-6.702	3.22829	-6.3661	2.75	-0.0157	-0.9999
-6.49372	2.15583	-0.108086	-1.07713	-6.489	2.1577	-6.3441	2.3509	0.1097	-0.994
-6.53695	1.72498	-0.108086	-1.07713	-6.2365	1.85489	-6.2723	1.9576	0.2334	-0.9724
-6.08675	1.37274	0.65922	-0.954881	-6.0776	1.3742	-6.1518	1.5765	0.3535	-0.9355
-5.82306	0.990789	0.65922	-0.954881	-5.88323	0.919832	-5.9844	1.2135	0.4679	-0.8838
-5.43137	0.578169	0.858268	-1.00257	-5.429	0.5776	-5.7729	0.8743	0.575	-0.8182
-5.08807	0.17714	0.858268	-1.00257	-5.36803	0.746581	-5.5205	0.5643	0.673	-0.7396
-5.48075	0.432132	-0.286222	0.0175642	-5.4944	0.4443	-5.2312	0.2884	0.7604	-0.6495
-5.59524	0.439158	-0.286222	0.0175642	-4.75455	0.139789	-4.9097	0.0509	0.8358	-0.549
-4.59939	-0.0176961	1.44038	-0.703786	-4.5788	-0.0263	-4.5609	-0.1444	0.898	-0.44
-4.02324	-0.29921	1.44038	-0.703786	-4.56995	-0.383367	-4.1904	-0.2945	0.9461	-0.3239
-3.85415	-0.382968	0.807386	-0.396267	-3.8617	-0.3793	-3.804	-0.397	0.9792	-0.2028
-3.5312	-0.541475	0.807386	-0.396267	-3.38883	-0.596353	-3.4079	-0.4502	0.9969	-0.0785
-3.12563	-0.445814	0.935846	-0.00102773	-3.1241	-0.4411	-3.0081	-0.4533	0.9989	0.0471
-2.75129	-0.446225	0.935846	-0.00102773	-2.96334	-0.305088	-2.6112	-0.4063	0.9851	0.1719
-2.44602	-0.281856	0.82845	0.255211	-2.4473	-0.2788	-2.2232	-0.31	0.9558	0.294
-2.11464	-0.179772	0.82845	0.255211	-1.79197	-0.22625	-1.8504	-0.1657	0.9114	0.4115
-1.63063	0.080663	1.06579	0.501452	-1.6278	0.0836	-1.4986	0.0241	0.8527	0.5225
-1.20431	0.281244	1.06579	0.501452	-1.07641	0.232799	-1.1734	0.2565	0.7804	0.6252
-0.635935	0.779872	1.2867	0.964926	-0.6333	0.7854	-0.8798	0.5278	0.6959	0.7181
-0.121253	1.16584	1.2867	0.964926	-0.322235	0.402246	-0.6226	0.8338	0.6004	0.7997
-0.680187	1.10538	-0.382806	0.270708	-0.7001	1.0971	-0.4058	1.1697	0.4955	0.8686
-0.833309	1.21366	-0.382806	0.270708	-0.275476	1.98346	-0.2327	1.53	0.3827	0.9239
-0.0222827	2.0389	1.11648	1.3856	-0.0044	2.0522	-0.1062	1.9092	0.2639	0.9645
0.424309	2.59314	1.11648	1.3856	-0.0166325	2.51865	-0.0282	2.3013	0.1409	0.99
-0.261104	2.57138	-0.643829	0.489901	-0.2821	2.5607	0	2.7	0.0157	0.9999
-0.518635	2.76734	-0.643829	0.489901	0.00771059	2.96979	0.011	3.0997	0.0785	0.9969
-0.280395	3.6478	0.127114	1.55432	-0.2712	3.6605	0.0704	3.4949	0.2028	0.9792
-0.22955	4.26953	0.127114	1.55432	0.201426	4.10776	0.1789	3.8797	0.324	0.9461
0.260455	4.02919	0.810022	0.213768	0.2686	4.0132	0.3348	4.2478	0.44	0.898
0.584463	4.1147	0.810022	0.213768	0.688548	4.51621	0.5356	4.5934	0.5491	0.8358
0.660401	4.68187	0.424263	0.962771	0.6558	4.6908	0.7781	4.9112	0.6495	0.7604
0.830106	5.06697	0.424263	0.962771	1.404	4.94775	1.0585	5.1961	0.7397	0.673
1.17652	5.42058	0.699055	0.913789	1.1798	5.42	1.3724	5.4436	0.8182	0.575
1.45614	5.7861	0.699055	0.913789	1.60844	5.22933	1.7149	5.6497	0.8838	0.4679
1.85195	5.575	0.879717	0.0171235	1.8541	5.5643	2.0805	5.8114	0.9355	0.3534
2.20383	5.58184	0.879717	0.0171235	2.77976	5.94005	2.4635	5.9259	0.9724	0.2334
2.85554	5.9769	1.34595	0.620797	2.8611	5.9841	2.8578	5.9915	0.994	0.1097
3.39392	6.22522	1.34595	0.620797	3.66735	5.8848	3.2572	6.0072	0.9999	-0.0157
3.64905	5.89866	0.905494	-0.273154	3.6438	5.888	3.6555	5.9727	0.99	-0.1409
4.01125	5.7894	0.905494	-0.273154	4.40336	5.91916	4.0463	5.8886	0.9646	-0.2639
4.58488	6.09	1.23427	0.364191	4.5888	6.0976	4.4234	5.7562	0.9239	-0.3827
5.07859	6.23567	1.23427	0.364191	4.84809	5.49985	4.781	5.5775	0.8686	-0.4955
5.21355	5.4327	0.676415	-1.111	5.2069	5.4151	5.1134	5.3554	0.7997	-0.6004
