5.48412	4.98829	0.676415	-1.111	5.18733	4.91453	5.4153	5.0934	0.7181	-0.6959
5.40508	4.85964	0.132772	-0.62	5.3986	4.8655	5.682	4.7956	0.6252	-0.7804
5.45819	4.61164	0.132772	-0.62	6.12458	4.74645	5.9093	4.4668	0.5225	-0.8527
6.03882	4.08772	0.953075	-1.04907	6.0486	4.0826	6.0936	4.1121	0.4115	-0.9114
6.42005	3.66809	0.953075	-1.04907	6.10013	4.1207	6.2319	3.737	0.294	-0.9558
6.50038	3.23426	0.485172	-1.07115	6.4948	3.234	6.3222	3.3476	0.1719	-0.9851
6.69445	2.8058	0.485172	-1.07115	6.34574	2.75655	6.3629	2.95	0.0471	-0.9989
6.36776	2.46517	-0.324628	-0.934575	6.3581	2.4668	6.3535	2.5503	-0.0785	-0.9969
6.23791	2.09134	-0.324628	-0.934575	6.51893	2.20889	6.2941	2.155	-0.2028	-0.9792
6.17172	1.81588	-0.22563	-0.781614	6.1729	1.8177	6.1856	1.7703	-0.3239	-0.9461
6.08147	1.50323	-0.22563	-0.781614	6.53685	1.73195	6.0297	1.4022	-0.44	-0.898
5.75282	1.03616	-0.596341	-1.02174	5.7484	1.0333	5.8289	1.0565	-0.549	-0.8358
5.51429	0.627467	-0.596341	-1.02174	5.6829	0.715817	5.5864	0.7388	-0.6495	-0.7604
5.34227	0.501653	-0.492904	-0.581849	5.3435	0.5069	5.306	0.4539	-0.7396	-0.673
5.1451	0.268914	-0.492904	-0.581849	5.03612	0.221732	4.992	0.2064	-0.8182	-0.575
4.50295	-0.102822	-1.18488	-0.797993	4.4947	-0.1054	4.6496	0.0002	-0.8838	-0.4679
4.029	-0.422019	-1.18488	-0.797993	4.37689	-0.189638	4.284	-0.1614	-0.9354	-0.3535
3.90265	0.030094	-0.644345	0.401422	3.9091	0.0444	3.901	-0.2759	-0.9724	-0.2334
3.64492	0.190663	-0.644345	0.401422	3.72241	-0.386275	3.5067	-0.3416	-0.994	-0.1097
3.11171	-0.449155	-1.07271	-0.843207	3.1066	-0.464	3.1072	-0.3573	-0.9999	0.0157
2.68263	-0.786438	-1.07271	-0.843207	3.15924	-0.333583	2.709	-0.3228	-0.99	0.1409
2.24506	0.157143	-1.0859	1.14858	2.2449	0.1809	2.3182	-0.2386	-0.9646	0.2639
1.8107	0.616576	-1.0859	1.14858	1.95685	-0.0896863	1.941	-0.1062	-0.9239	0.3827
1.54428	-0.142892	-0.824735	-0.746852	1.5474	-0.1655	1.5835	0.0725	-0.8686	0.4955
1.21439	-0.441633	-0.824735	-0.746852	1.84414	0.501457	1.2511	0.2946	-0.7997	0.6004
0.72761	0.615158	-1.0687	1.36105	0.7247	0.6403	0.9492	0.5566	-0.7181	0.6959
0.30013	1.15958	-1.0687	1.36105	0.647665	0.830391	0.6825	0.8543	-0.6252	0.7804
0.378616	1.0891	-0.281905	0.404869	0.388	1.0777	0.4552	1.1832	-0.5225	0.8526
0.265853	1.25105	-0.281905	0.404869	0.224978	1.46482	0.2709	1.5379	-0.4115	0.9114
-0.0112518	1.79884	-0.537465	1.00487	-0.0143	1.806	0.1326	1.9129	-0.294	0.9558
-0.226238	2.20079	-0.537465	1.00487	0.0156284	1.97914	0.0423	2.3024	-0.1719	0.9851
-0.034543	2.94672	0.0949382	1.53977	-0.027	2.9531	0.0016	2.7	-0.0471	0.9989
